Id,ActivityDate,DayOfWeek,IsWeekend,TotalSteps,TotalSteps_BoxCox,TotalDistance,Calories,VeryActiveMinutes,VeryActiveMinutes_Sqrt,FairlyActiveMinutes,LightlyActiveMinutes,LightlyActiveMinutes_BoxCox,SedentaryMinutes,TotalActiveMinutes,Activity_Score,Sleep_Score,Nutrition_Score,Overall_Health_Score
1503960366,2016-04-12,Tuesday,0,13162,539.1144259890847,8.5,1985,25,5.0,13,328,157.4372550474529,728,366,84.83333333333333,82.85260115606937,100.0,87.07437379576108
1503960366,2016-04-13,Wednesday,0,10735,475.73497048119464,6.96999979019165,1797,21,4.58257569495584,19,217,110.66744418884178,776,257,83.83333333333333,92.3046683046683,99.7,90.39520065520065
1503960366,2016-04-14,Thursday,0,10460,468.2178396471067,6.73999977111816,1776,30,5.477225575051661,11,181,94.7607660668735,1218,222,80.0,,97.6,87.17255984571852
1503960366,2016-04-15,Friday,0,9762,448.78477709619773,6.28000020980835,1745,29,5.385164807134504,34,209,107.17034218182233,726,272,83.923,96.63046757164403,94.5,91.12138702865762
1503960366,2016-04-16,Saturday,1,12669,526.6345701861899,8.15999984741211,1863,36,6.0,10,221,112.40849990749253,773,267,83.89583333333333,84.45958219800181,100.0,87.34216621253405
1503960366,2016-04-17,Sunday,1,9705,447.1743820791217,6.48000001907349,1728,38,6.164414002968976,20,164,87.0830675894169,539,222,87.59083333333332,72.82771535580525,92.8,82.72741947565544
1503960366,2016-04-18,Monday,0,13019,535.5134885452355,8.59000015258789,1921,42,6.48074069840786,16,233,117.60291693652323,1149,291,80.0,,100.0,87.65255984571853
1503960366,2016-04-19,Tuesday,0,15506,596.1297025131405,9.88000011444092,2035,50,7.0710678118654755,31,264,130.83695672621946,775,345,83.85416666666667,79.16666666666666,100.0,85.20833333333334
1503960366,2016-04-20,Wednesday,0,10544,470.52203669293084,6.67999982833862,1786,28,5.291502622129181,12,205,105.4140760213431,818,245,82.95833333333333,88.64721485411141,98.6,88.36221927497789
1503960366,2016-04-21,Thursday,0,9819,450.39152432177616,6.34000015258789,1775,19,4.358898943540674,8,211,108.0465253353948,838,238,81.81766666666667,80.95238095238096,97.5,84.60801904761905
1503960366,2016-04-22,Friday,0,12764,529.0538808170193,8.13000011444092,1827,66,8.12403840463596,27,130,71.3386740362903,1217,223,80.0,,100.0,87.65255984571853
1503960366,2016-04-23,Saturday,1,14371,568.9742521934191,9.03999996185303,1949,41,6.4031242374328485,21,262,129.99068635572448,732,324,84.75,88.36979166666667,100.0,89.24791666666667
1503960366,2016-04-24,Sunday,1,10039,456.5593275485064,6.40999984741211,1788,39,6.244997998398398,5,238,119.75497409162435,709,282,85.22916666666667,98.73051224944321,98.8,93.34387156644395
1503960366,2016-04-25,Monday,0,15355,592.5625878144598,9.80000019073486,2013,73,8.54400374531753,14,216,110.2314092442525,814,303,83.04166666666667,71.89422084623322,100.0,81.97435500515996
1503960366,2016-04-26,Tuesday,0,13755,553.8876682116913,8.78999996185303,1970,31,5.5677643628300215,23,279,137.15304000263188,833,333,82.64583333333333,67.65815085158151,100.0,80.12159367396593
1503960366,2016-04-27,Wednesday,0,18134,656.2000570482014,12.210000038147,2159,78,8.831760866327848,11,243,121.90006361930833,1108,332,80.0,,100.0,87.65255984571853
1503960366,2016-04-28,Thursday,0,13154,538.9133774722675,8.52999973297119,1898,48,6.928203230275509,28,189,98.33478821469932,782,265,83.70833333333333,88.93893129770993,100.0,89.0589058524173
1503960366,2016-04-29,Friday,0,11181,487.76929204253605,7.15000009536743,1837,16,4.0,12,243,121.90006361930833,815,271,83.02083333333333,85.7316384180791,100.0,87.50098870056497
1503960366,2016-04-30,Saturday,1,14673,576.2786667564296,9.25,1947,52,7.211102550927978,34,217,110.66744418884178,712,303,85.16666666666667,95.85098039215686,100.0,92.40705882352941
1503960366,2016-05-01,Sunday,1,10602,472.10887078801017,6.80999994277954,1820,33,5.744562646538029,35,246,123.18384192505027,730,314,84.79166666666667,89.45454545454545,100.0,89.69848484848485
1503960366,2016-05-02,Monday,0,14727,577.5785767711934,9.71000003814697,2004,41,6.4031242374328485,15,277,136.31398397255057,798,333,83.375,73.0598705501618,100.0,82.57394822006472
1503960366,2016-05-03,Tuesday,0,15103,586.5790300848676,9.65999984741211,1990,50,7.0710678118654755,24,254,126.59553834530134,816,328,83.0,73.16891891891892,100.0,82.46756756756757
1503960366,2016-05-04,Wednesday,0,11100,485.597740410495,7.15000009536743,1819,36,6.0,22,203,104.53396379831153,1179,261,80.0,,100.0,87.65255984571853
1503960366,2016-05-05,Thursday,0,14070,561.6344590633537,8.89999961853027,1959,45,6.708203932499369,24,250,124.89179661723762,857,319,82.14583333333333,69.23484848484848,100.0,80.55227272727274
1503960366,2016-05-06,Friday,0,12159,513.5242010423008,8.02999973297119,1896,24,4.898979485566356,6,289,141.3345527330465,754,319,84.29166666666667,82.96911898274296,100.0,86.90431425976385
1503960366,2016-05-07,Saturday,1,11992,509.18500094529395,7.71000003814697,1821,37,6.082762530298219,46,175,92.06425770424099,833,258,82.64583333333333,83.61938872970391,100.0,86.5060888252149
1503960366,2016-05-08,Sunday,1,10060,457.14531417233934,6.57999992370605,1740,44,6.6332495807108,8,203,104.53396379831153,574,255,88.04166666666667,90.16530278232406,94.0,90.0827877795963
1503960366,2016-05-09,Monday,0,12022,509.96621883302134,7.71999979019165,1819,46,6.782329983125268,11,206,105.8536345724058,835,263,82.60416666666667,85.98245614035088,100.0,87.43464912280703
1503960366,2016-05-10,Tuesday,0,12207,514.7671057342378,7.76999998092651,1859,46,6.782329983125268,31,214,109.35840259117441,746,291,84.45833333333333,92.34449958643506,100.0,90.72113316790737
1503960366,2016-05-11,Wednesday,0,12770,529.2064441758581,8.13000011444092,1783,36,6.0,23,251,125.31812398154618,669,310,86.0625,75.44117647058823,98.3,84.2614705882353
1503960366,2016-05-12,Thursday,0,0,,0.0,0,0,0.0,0,0,,1440,0,0.0,,30.0,41.65255984571853
1624580081,2016-04-12,Tuesday,0,8163,402.1041740547182,5.30999994277954,1432,0,0.0,0,146,78.81816874030694,1294,146,72.652,,63.2,77.35335984571853
1624580081,2016-04-13,Wednesday,0,7007,366.1036868294997,4.55000019073486,1411,0,0.0,0,148,79.74394145514741,1292,148,68.02799999999999,,61.1,75.08375984571853
1624580081,2016-04-14,Thursday,0,9107,430.0517435236027,5.92000007629395,1572,0,0.0,0,236,118.89499685093777,1204,236,76.428,,77.2,81.66375984571853
1624580081,2016-04-15,Friday,0,1510,142.19760105588503,0.980000019073486,1344,0,0.0,0,96,54.937324770566654,1344,96,46.04,,54.4,64.94855984571852
1624580081,2016-04-16,Saturday,1,5370,310.8730646954118,3.49000000953674,1463,0,0.0,0,176,92.51465431944523,1264,176,61.480000000000004,,66.3,73.50455984571853
1624580081,2016-04-17,Sunday,1,6175,338.74501714328477,4.05999994277954,1554,15,3.872983346207417,22,127,69.9208803095837,1276,164,64.7,,75.4,76.61255984571854
1624580081,2016-04-18,Monday,0,10536,470.3028972796973,7.40999984741211,1604,17,4.123105625617661,7,202,104.09340635808641,1214,226,80.0,,80.4,83.73255984571853
1624580081,2016-04-19,Tuesday,0,2916,213.47782338842757,1.89999997615814,1435,0,0.0,0,141,76.49509472658488,1299,141,51.664,,63.5,69.01815984571853
1624580081,2016-04-20,Wednesday,0,4974,296.5689356021346,3.23000001907349,1446,0,0.0,0,151,81.12899287618404,1289,151,59.896,,64.6,72.53095984571853
1624580081,2016-04-21,Thursday,0,6349,344.5795958368582,4.13000011444092,1467,0,0.0,0,186,96.99731987473983,1254,186,65.396,,66.7,75.15095984571853
1624580081,2016-04-22,Friday,0,4026,260.3923302782328,2.61999988555908,1470,0,0.0,0,199,102.76970568861243,1241,199,56.104,,67.0,71.49415984571853
1624580081,2016-04-23,Saturday,1,8538,413.3491118532723,5.55000019073486,1562,0,0.0,0,227,115.01100705391569,1213,227,74.152,,76.2,80.55335984571855
1624580081,2016-04-24,Sunday,1,6076,335.39684484787546,3.95000004768372,1617,16,4.0,18,185,96.55075928894762,1221,219,64.304,,81.7,77.71415984571853
1624580081,2016-04-25,Monday,0,6497,349.4936262429085,4.21999979019165,1492,0,0.0,0,202,104.09340635808641,1238,202,65.988,,69.2,75.88775984571853
1624580081,2016-04-26,Tuesday,0,2826,209.39237705611765,1.8400000333786,1402,0,0.0,0,140,76.02896634753179,1300,140,51.304,,60.2,68.21415984571854
1624580081,2016-04-27,Wednesday,0,8367,408.2457257124238,5.44000005722046,1670,17,4.123105625617661,36,154,82.5098031547211,1233,207,73.468,,87.0,82.43975984571854
1624580081,2016-04-28,Thursday,0,2759,206.31809389402548,1.78999996185303,1401,0,0.0,5,115,64.19642319692002,1320,120,51.036,,60.1,68.08695984571852
1624580081,2016-04-29,Friday,0,2390,188.83572146352435,1.54999995231628,1404,0,0.0,0,150,80.66778512798538,1290,150,49.56,,60.4,67.55655984571852
1624580081,2016-04-30,Saturday,1,6474,348.7328348757372,4.30000019073486,1655,11,3.3166247903554,23,224,113.71109849425609,1182,258,65.896,,85.5,79.11095984571853
1624580081,2016-05-01,Sunday,1,36019,999.2971017274104,28.0300006866455,2690,186,13.638181696985855,63,171,90.25867041716252,1020,420,80.0,,51.0,77.85255984571853
1624580081,2016-05-02,Monday,0,7155,370.8350541021975,4.92999982833862,1497,7,2.6457513110645907,6,166,87.9924802986737,1261,179,68.62,,69.7,77.04055984571853
1624580081,2016-05-03,Tuesday,0,2100,174.34688771359006,1.37000000476837,1334,0,0.0,0,96,54.937324770566654,1344,96,48.4,,53.4,65.69255984571853
1624580081,2016-05-04,Wednesday,0,2193,179.07340549549855,1.42999994754791,1368,0,0.0,0,118,65.6358355904882,1322,118,48.772,,56.8,66.52135984571854
1624580081,2016-05-05,Thursday,0,2470,192.71023120480157,1.61000001430511,1370,0,0.0,0,117,65.15666612106234,1323,117,49.879999999999995,,57.0,67.00455984571853
1624580081,2016-05-06,Friday,0,1727,154.50871203454,1.12000000476837,1341,0,0.0,0,102,57.889458870975716,1338,102,46.908,,54.1,65.23575984571852
1624580081,2016-05-07,Saturday,1,2104,174.55183093494284,1.37000000476837,1474,0,0.0,0,182,95.20883173843612,1258,182,48.416,,67.4,68.49895984571853
1624580081,2016-05-08,Sunday,1,3427,235.80697279081903,2.23000001907349,1427,0,0.0,0,152,81.58972942059576,1288,152,53.708,,62.7,69.67575984571853
1624580081,2016-05-09,Monday,0,1732,154.78505198231494,1.12999999523163,1328,0,0.0,0,91,52.45542784835212,1349,91,46.928,,52.8,64.98375984571852
1624580081,2016-05-10,Tuesday,0,2969,215.86078656367374,1.92999994754791,1393,0,0.0,0,139,75.56232377262585,1301,139,51.876,,59.3,68.26295984571853
1624580081,2016-05-11,Wednesday,0,3134,223.17580892888893,2.03999996185303,1359,0,0.0,0,112,62.751202569046036,1328,112,52.536,,55.9,67.84695984571853
1624580081,2016-05-12,Thursday,0,2971,215.95038476076084,1.92999994754791,1002,0,0.0,0,107,60.3291006159586,890,107,53.342333333333336,,30.0,62.98949317905186
1644430081,2016-04-12,Tuesday,0,10694,474.6190200980845,7.76999998092651,3199,2,1.4142135623730951,51,256,127.44585335514499,1131,309,80.0,,30.0,73.65255984571853
1644430081,2016-04-13,Wednesday,0,8001,397.1844868376155,5.82000017166138,2902,30,5.477225575051661,16,135,73.6905250505534,1259,181,72.004,,30.0,70.45415984571854
1644430081,2016-04-14,Thursday,0,11037,483.90449806775064,8.02000045776367,3226,5,2.23606797749979,58,252,125.74418925923352,1125,315,80.0,,30.0,73.65255984571853
1644430081,2016-04-15,Friday,0,5263,307.0496717314919,3.82999992370605,2750,3,1.7320508075688772,4,170,89.80625995053879,1263,177,61.052,,45.0,69.07335984571853
1644430081,2016-04-16,Saturday,1,15300,591.2599260591475,11.1199998855591,3493,51,7.14142842854285,42,212,108.48413567412024,1135,305,80.0,,30.0,73.65255984571853
1644430081,2016-04-17,Sunday,1,8757,419.8274214020472,6.36999988555908,3011,29,5.385164807134504,13,186,96.99731987473983,1212,228,75.02799999999999,,30.0,71.66375984571853
1644430081,2016-04-18,Monday,0,7132,370.10228625278813,5.19000005722046,2806,15,3.872983346207417,33,121,67.06960991223004,1271,169,68.52799999999999,,39.4,70.94375984571852
1644430081,2016-04-19,Tuesday,0,11256,489.7745465760334,8.18000030517578,3300,5,2.23606797749979,58,278,136.73362845242912,1099,341,80.0,,30.0,73.65255984571853
1644430081,2016-04-20,Wednesday,0,2436,191.06961106791658,1.76999998092651,2430,0,0.0,0,125,68.97281587802576,1315,125,49.744,,77.0,70.95015984571853
1644430081,2016-04-21,Thursday,0,1223,124.79866953229521,0.889999985694885,2140,0,0.0,0,38,24.44773405856205,1402,38,30.22533333333333,,100.0,67.74269317905186
1644430081,2016-04-22,Friday,0,3673,246.09099781493998,2.67000007629395,2344,0,0.0,0,86,49.95238145509181,1354,86,54.692,,85.6,74.64935984571854
1644430081,2016-04-23,Saturday,1,6637,354.1021700178329,4.82999992370605,2677,0,0.0,15,160,85.25907733245499,1265,175,66.548,,52.3,72.73175984571853
1644430081,2016-04-24,Sunday,1,3321,231.2876514179503,2.41000008583069,2413,0,0.0,0,89,51.456823279706896,1351,89,53.284,,78.7,72.70615984571853
1644430081,2016-04-25,Monday,0,3580,242.2355536282044,2.59999990463257,2497,8,2.8284271247461903,1,94,53.947019547109534,1337,103,54.32,,70.3,71.44055984571852
1644430081,2016-04-26,Tuesday,0,9919,453.2016541381553,7.21000003814697,3123,11,3.3166247903554,41,223,113.27719991596246,1165,275,79.676,,30.0,73.52295984571853
1644430081,2016-04-27,Wednesday,0,3032,218.6719806641214,2.20000004768372,2489,0,0.0,0,118,65.6358355904882,1322,118,52.128,,71.1,70.72375984571853
1644430081,2016-04-28,Thursday,0,9405,438.6372895110218,6.84000015258789,3108,3,1.7320508075688772,53,227,115.01100705391569,1157,283,77.62,,30.0,72.70055984571853
1644430081,2016-04-29,Friday,0,3176,225.01373571148747,2.30999994277954,2498,0,0.0,0,120,66.59230146821234,1193,120,52.704,47.94356955380577,70.2,54.29902782152231
1644430081,2016-04-30,Saturday,1,18213,657.9513915966703,13.2399997711182,3846,9,3.0,71,402,187.2137693583598,816,482,83.0,46.863849765258216,30.0,57.94553990610329
1644430081,2016-05-01,Sunday,1,6132,337.2933409701306,4.46000003814697,2696,3,1.7320508075688772,24,146,78.81816874030694,908,173,65.61133333333332,,50.4,71.97709317905186
1644430081,2016-05-02,Monday,0,3758,249.5817551826999,2.73000001907349,2580,1,1.0,7,148,79.74394145514741,682,156,60.82366666666666,54.84911550468262,62.0,58.66911286853971
1644430081,2016-05-03,Tuesday,0,12850,531.2379694238081,9.34000015258789,3324,10,3.1622776601683795,94,221,112.40849990749253,1115,325,80.0,,30.0,73.65255984571853
1644430081,2016-05-04,Wednesday,0,2309,184.8611065952588,1.67999994754791,2222,0,0.0,0,52,32.232913683558245,1388,52,43.902666666666676,,97.8,72.7736265123852
1644430081,2016-05-05,Thursday,0,4363,273.59724502232206,3.19000005722046,2463,6,2.449489742783178,12,81,47.42675821712591,1341,99,57.452,,73.7,73.37335984571854
1644430081,2016-05-06,Friday,0,9787,449.48993814559645,7.11999988555908,3328,11,3.3166247903554,6,369,174.04989343708453,1054,386,79.148,,30.0,73.31175984571853
1644430081,2016-05-07,Saturday,1,13372,544.375096907067,9.72000026702881,3404,41,6.4031242374328485,17,243,121.90006361930833,1139,301,80.0,,30.0,73.65255984571853
1644430081,2016-05-08,Sunday,1,6724,356.94703649808974,4.8899998664856,2987,0,0.0,0,295,143.832710577416,991,295,66.896,49.52164502164502,30.0,52.56705800865801
1644430081,2016-05-09,Monday,0,6643,354.29883085951434,4.82999992370605,3008,32,5.656854249492381,6,303,147.15143774446324,1099,341,66.572,,30.0,68.28135984571853
1644430081,2016-05-10,Tuesday,0,9167,431.7890473193461,6.65999984741211,2799,12,3.4641016151377544,19,155,82.9691473479493,1254,186,76.668,,40.1,74.33975984571853
1644430081,2016-05-11,Wednesday,0,1329,131.3925251216297,0.970000028610229,1276,0,0.0,0,49,30.595233872962236,713,49,43.1285,,47.6,62.423959845718535
1844505072,2016-04-12,Tuesday,0,6697,356.0656849742205,4.42999982833862,2030,0,0.0,0,339,161.92424850642684,1101,339,66.788,,100.0,82.36775984571852
1844505072,2016-04-13,Wednesday,0,4929,294.9159424832489,3.25999999046326,1860,0,0.0,0,248,124.03835077612302,1192,248,59.716,,100.0,79.53895984571852
1844505072,2016-04-14,Thursday,0,7937,395.23026402274127,5.25,2130,0,0.0,0,373,175.65489911231387,843,373,74.18549999999999,,100.0,85.32675984571853
1844505072,2016-04-15,Friday,0,3844,253.0825100445298,2.53999996185303,1725,0,0.0,0,176,92.51465431944523,527,176,64.39683333333333,72.77072493929934,92.5,73.36702330905308
1844505072,2016-04-16,Saturday,1,3414,235.25566704062936,2.25999999046326,1657,0,0.0,0,147,79.28129811563187,1293,147,53.656,,85.7,74.25495984571853
1844505072,2016-04-17,Sunday,1,4525,279.80343185379166,2.99000000953674,1793,2,1.4142135623730951,8,199,102.76970568861243,1231,209,58.1,,99.3,78.75255984571854
1844505072,2016-04-18,Monday,0,4597,282.5339721233968,3.03999996185303,1814,0,0.0,12,217,110.66744418884178,1211,229,58.388,,100.0,79.00775984571852
1844505072,2016-04-19,Tuesday,0,197,39.75241343521405,0.129999995231628,1366,0,0.0,0,10,7.1056571009564236,1430,10,7.454666666666666,,56.6,49.9544265123852
1844505072,2016-04-20,Wednesday,0,8,4.19767987273066,0.0099999997764825,1349,0,0.0,0,1,0.0,1439,1,0.6986666666666667,,54.9,46.9120265123852
1844505072,2016-04-21,Thursday,0,8054,398.7982362736052,5.32000017166138,2062,2,1.4142135623730951,13,308,149.21876146041149,1117,323,72.21600000000001,,100.0,84.53895984571854
1844505072,2016-04-22,Friday,0,5372,310.94424682260063,3.54999995231628,1827,0,0.0,0,220,111.97369533663512,1220,220,61.488,,100.0,80.24775984571853
1844505072,2016-04-23,Saturday,1,3570,241.81868657422382,2.35999989509583,1645,0,0.0,0,139,75.56232377262585,1301,139,54.28,,84.5,74.26455984571854
1844505072,2016-04-24,Sunday,1,0,,0.0,1347,0,0.0,0,0,,1440,0,0.0,,54.7,46.592559845718526
1844505072,2016-04-25,Monday,0,0,,0.0,1347,0,0.0,0,0,,1440,0,0.0,,54.7,46.592559845718526
1844505072,2016-04-26,Tuesday,0,0,,0.0,1347,0,0.0,0,0,,1440,0,0.0,,54.7,46.592559845718526
1844505072,2016-04-27,Wednesday,0,4,2.18225393939831,0.0,1348,0,0.0,0,1,0.0,1439,1,0.6826666666666666,,54.8,46.885626512385194
1844505072,2016-04-28,Thursday,0,6907,362.8848234822779,4.57000017166138,1992,0,0.0,0,302,146.737343518999,1138,302,67.628,,100.0,82.70375984571854
1844505072,2016-04-29,Friday,0,4920,294.5846416571929,3.25,1856,0,0.0,0,247,123.61122984667423,1082,247,59.68,,100.0,79.52455984571853
1844505072,2016-04-30,Saturday,1,4014,259.9143707361943,2.67000007629395,1763,0,0.0,0,184,96.10382596849728,218,184,71.51433333333333,62.205688518903926,96.3,72.7480087408949
1844505072,2016-05-01,Sunday,1,2573,197.62762784325616,1.70000004768372,1541,0,0.0,7,75,44.36391440948026,585,82,58.1045,80.08498092265002,74.1,70.09579236906
1844505072,2016-05-02,Monday,0,0,,0.0,1348,0,0.0,0,0,,1440,0,0.0,,54.8,46.61255984571853
1844505072,2016-05-03,Tuesday,0,4059,261.7038746337016,2.6800000667572,1742,0,0.0,0,184,96.10382596849728,1256,184,56.236000000000004,,94.2,76.98695984571853
1844505072,2016-05-04,Wednesday,0,2080,173.31988856021823,1.37000000476837,1549,0,0.0,0,87,50.454748674569146,1353,87,48.32,,74.9,69.96055984571854
1844505072,2016-05-05,Thursday,0,2237,181.28241722650196,1.48000001907349,1589,0,0.0,0,120,66.59230146821234,1320,120,48.948,,78.9,71.01175984571853
1844505072,2016-05-06,Friday,0,44,14.910965517034866,0.0299999993294477,1351,0,0.0,0,2,0.942557934858734,1438,2,1.5093333333333332,,55.1,47.27629317905186
1844505072,2016-05-07,Saturday,1,0,,0.0,1347,0,0.0,0,0,,1440,0,0.0,,54.7,46.592559845718526
1844505072,2016-05-08,Sunday,1,0,,0.0,1347,0,0.0,0,0,,1440,0,0.0,,54.7,46.592559845718526
1844505072,2016-05-09,Monday,0,0,,0.0,1347,0,0.0,0,0,,1440,0,0.0,,54.7,46.592559845718526
1844505072,2016-05-10,Tuesday,0,0,,0.0,1347,0,0.0,0,0,,1440,0,0.0,,54.7,46.592559845718526
1844505072,2016-05-11,Wednesday,0,0,,0.0,1347,0,0.0,0,0,,1440,0,0.0,,54.7,46.592559845718526
1844505072,2016-05-12,Thursday,0,0,,0.0,665,0,0.0,0,0,,711,0,5.1875,,30.0,43.72755984571853
1927972279,2016-04-12,Tuesday,0,678,86.50363850121727,0.469999998807907,2220,0,0.0,0,55,33.856066325444,734,55,44.086999999999996,64.03225806451613,98.0,62.84770322580645
1927972279,2016-04-13,Wednesday,0,356,57.80051424285886,0.25,2151,0,0.0,0,32,20.98101405339026,986,32,22.75733333333333,94.62717219589257,100.0,66.95380221169036
1927972279,2016-04-14,Thursday,0,2163,177.5573821318516,1.5,2383,0,0.0,9,88,50.9562253922647,1292,97,48.652,,81.7,71.45335984571854
1927972279,2016-04-15,Friday,0,980,108.77900453380153,0.680000007152557,2221,0,0.0,0,51,31.68868284182014,941,51,38.31583333333334,98.55711422845691,97.9,74.32917902471611
1927972279,2016-04-16,Saturday,1,0,,0.0,2064,0,0.0,0,0,,1440,0,0.0,,100.0,55.65255984571853
1927972279,2016-04-17,Sunday,1,0,,0.0,2063,0,0.0,0,0,,1440,0,0.0,,100.0,55.65255984571853
1927972279,2016-04-18,Monday,0,244,45.53899917572643,0.170000001788139,2111,0,0.0,0,17,11.79937591892377,1423,17,12.309333333333333,,100.0,60.57629317905186
1927972279,2016-04-19,Tuesday,0,0,,0.0,2063,0,0.0,0,0,,1440,0,0.0,,100.0,55.65255984571853
1927972279,2016-04-20,Wednesday,0,0,,0.0,2063,0,0.0,0,0,,1440,0,0.0,,100.0,55.65255984571853
1927972279,2016-04-21,Thursday,0,0,,0.0,2064,0,0.0,0,0,,1440,0,0.0,,100.0,55.65255984571853
1927972279,2016-04-22,Friday,0,149,33.254152328479314,0.100000001490116,2093,0,0.0,0,10,7.1056571009564236,1430,10,7.262666666666666,,100.0,58.5576265123852
1927972279,2016-04-23,Saturday,1,2945,214.78377328594078,2.03999996185303,2499,0,0.0,0,145,78.35454948423389,1295,145,51.78,,70.1,70.38455984571853
1927972279,2016-04-24,Sunday,1,2090,173.83386524478252,1.45000004768372,2324,1,1.0,6,75,44.36391440948026,1358,82,48.36,,87.6,72.51655984571853
1927972279,2016-04-25,Monday,0,152,33.68213388740397,0.109999999403954,2100,0,0.0,0,12,8.487305471294118,1303,12,8.608,,100.0,59.095759845718526
1927972279,2016-04-26,Tuesday,0,3761,249.70439491684866,2.59999990463257,2638,0,0.0,0,192,99.66898361248244,1058,192,55.044,77.52380952380952,56.2,64.26712380952381
1927972279,2016-04-27,Wednesday,0,0,,0.0,2063,0,0.0,0,0,,1440,0,0.0,,100.0,55.65255984571853
1927972279,2016-04-28,Thursday,0,1675,151.61611019359455,1.1599999666214,2351,0,0.0,0,95,54.44257441404111,1167,95,46.7,55.6441947565543,84.9,57.91767790262173
1927972279,2016-04-29,Friday,0,0,,0.0,2063,0,0.0,0,0,,1440,0,0.0,,100.0,55.65255984571853
1927972279,2016-04-30,Saturday,1,0,,0.0,2064,0,0.0,0,0,,1440,0,0.0,,100.0,55.65255984571853
1927972279,2016-05-01,Sunday,1,2704,203.7726978000937,1.87000000476837,2411,14,3.7416573867739413,1,70,41.782596468063694,1355,85,50.816,,78.9,71.75895984571854
1927972279,2016-05-02,Monday,0,3790,250.88796015273707,2.61999988555908,2505,16,4.0,8,94,53.947019547109534,1322,118,55.16,,69.5,71.61655984571853
