Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,Sleep_Efficiency,Sleep_Score
1503960366,2016-04-12,1,327,346,0.9450867052023122,82.85260115606937
1503960366,2016-04-13,2,384,407,0.9434889434889435,92.3046683046683
1503960366,2016-04-15,1,412,442,0.9321266968325792,96.63046757164403
1503960366,2016-04-16,2,340,367,0.9264305177111717,84.45958219800181
1503960366,2016-04-17,1,700,712,0.9831460674157303,72.82771535580525
1503960366,2016-04-19,1,304,320,0.95,79.16666666666666
1503960366,2016-04-20,1,360,377,0.9549071618037135,88.64721485411141
1503960366,2016-04-21,1,325,364,0.8928571428571429,80.95238095238096
1503960366,2016-04-23,1,361,384,0.9401041666666666,88.36979166666667
1503960366,2016-04-24,1,430,449,0.9576837416481069,98.73051224944321
1503960366,2016-04-25,1,277,323,0.8575851393188855,71.89422084623322
1503960366,2016-04-26,1,245,274,0.8941605839416058,67.65815085158151
1503960366,2016-04-28,1,366,393,0.9312977099236641,88.93893129770993
1503960366,2016-04-29,1,341,354,0.963276836158192,85.7316384180791
1503960366,2016-04-30,1,404,425,0.9505882352941176,95.85098039215686
1503960366,2016-05-01,1,369,396,0.9318181818181818,89.45454545454545
1503960366,2016-05-02,1,277,309,0.8964401294498382,73.0598705501618
1503960366,2016-05-03,1,273,296,0.9222972972972973,73.16891891891892
1503960366,2016-05-05,1,247,264,0.9356060606060606,69.23484848484848
1503960366,2016-05-06,1,334,367,0.9100817438692098,82.96911898274296
1503960366,2016-05-07,1,331,349,0.9484240687679083,83.61938872970391
1503960366,2016-05-08,1,594,611,0.972176759410802,90.16530278232406
1503960366,2016-05-09,1,338,342,0.9883040935672515,85.98245614035088
1503960366,2016-05-10,1,383,403,0.9503722084367245,92.34449958643506
1503960366,2016-05-11,1,285,306,0.9313725490196079,75.44117647058823
1644430081,2016-04-29,1,119,127,0.937007874015748,47.94356955380577
1644430081,2016-04-30,1,124,142,0.8732394366197183,46.863849765258216
1644430081,2016-05-02,1,796,961,0.8283038501560874,54.84911550468262
1644430081,2016-05-08,1,137,154,0.8896103896103896,49.52164502164502
1844505072,2016-04-15,1,644,961,0.6701352757544224,72.77072493929934
1844505072,2016-04-30,1,722,961,0.7513007284079084,62.205688518903926
1844505072,2016-05-01,1,590,961,0.6139438085327783,80.08498092265002
1927972279,2016-04-12,3,750,775,0.967741935483871,64.03225806451613
1927972279,2016-04-13,1,398,422,0.943127962085308,94.62717219589257
1927972279,2016-04-15,2,475,499,0.9519038076152304,98.55711422845691
1927972279,2016-04-26,1,296,315,0.9396825396825397,77.52380952380952
1927972279,2016-04-28,1,166,178,0.9325842696629213,55.6441947565543
2026352035,2016-04-12,1,503,546,0.9212454212454212,97.63736263736263
2026352035,2016-04-13,1,531,565,0.9398230088495575,98.19469026548673
2026352035,2016-04-14,1,545,568,0.9595070422535211,97.9518779342723
2026352035,2016-04-15,1,523,573,0.912739965095986,97.38219895287958
2026352035,2016-04-16,1,524,567,0.9241622574955908,97.72486772486772
2026352035,2016-04-17,1,437,498,0.8775100401606426,96.32530120481928
2026352035,2016-04-19,1,498,540,0.9222222222222223,97.66666666666667
2026352035,2016-04-20,1,461,510,0.903921568627451,97.11764705882354
2026352035,2016-04-21,1,477,514,0.9280155642023347,97.84046692607004
2026352035,2016-04-22,1,520,545,0.9541284403669725,98.62385321100918
2026352035,2016-04-23,1,522,554,0.9422382671480144,98.26714801444044
2026352035,2016-04-24,1,555,591,0.9390862944162437,95.6725888324873
2026352035,2016-04-25,1,506,531,0.9529190207156308,98.58757062146893
2026352035,2016-04-27,1,508,545,0.9321100917431193,97.96330275229357
2026352035,2016-04-28,1,513,545,0.9412844036697248,98.23853211009174
2026352035,2016-04-29,1,490,510,0.9607843137254902,98.82352941176471
2026352035,2016-04-30,1,573,607,0.943986820428336,92.81960461285009
2026352035,2016-05-01,1,527,546,0.9652014652014652,98.95604395604396
2026352035,2016-05-02,1,511,543,0.9410681399631676,98.23204419889503
2026352035,2016-05-04,1,538,560,0.9607142857142857,98.82142857142857
2026352035,2016-05-05,1,468,485,0.9649484536082474,98.94845360824742
2026352035,2016-05-06,1,524,548,0.9562043795620438,98.68613138686132
2026352035,2016-05-07,1,511,521,0.980806142034549,99.42418426103647
2026352035,2016-05-08,1,541,568,0.9524647887323944,98.40727699530515
2026352035,2016-05-09,1,531,556,0.9550359712230215,98.65107913669064
2026352035,2016-05-10,1,357,380,0.9394736842105263,87.6842105263158
2026352035,2016-05-11,1,523,553,0.945750452079566,98.37251356238698
2026352035,2016-05-12,1,456,485,0.9402061855670103,98.20618556701031
2320127002,2016-04-23,1,61,69,0.8840579710144928,36.68840579710145
2347167796,2016-04-13,1,467,531,0.879472693032015,96.38418079096044
2347167796,2016-04-14,1,445,489,0.9100204498977505,97.30061349693251
2347167796,2016-04-15,1,452,504,0.8968253968253969,96.9047619047619
2347167796,2016-04-17,1,556,602,0.9235880398671097,95.04097452934661
2347167796,2016-04-18,1,500,557,0.8976660682226212,96.92998204667863
